,month,Close
0,2000-01,4013.493994140624
1,2000-02,4410.871020507812
2,2000-03,4802.98826002038
3,2000-04,3863.637399773847
4,2000-05,3528.416825727981
5,2000-06,3865.476851029827
6,2000-07,4017.6849853515605
7,2000-08,3909.5969556725518
8,2000-09,3875.8220336914032
9,2000-10,3333.824551669032
10,2000-11,3055.415213448658
11,2000-12,2657.8075195312485
12,2001-01,2656.8642810639853
13,2001-02,2449.5694644325636
14,2001-03,1986.6618041992158
15,2001-04,1933.927984619137
16,2001-05,2181.1286399147702
17,2001-06,2112.0528564453093
18,2001-07,2033.9785795665891
19,2001-08,1929.7126093325369
20,2001-09,1573.3100097656206
21,2001-10,1656.4282545006765
22,2001-11,1870.062372116812
23,2001-12,1977.7105041503867
24,2002-01,1976.7685546874961
25,2002-02,1799.7189427425953
26,2002-03,1863.0455078124955
27,2002-04,1758.8022738369984
28,2002-05,1660.310913085934
29,2002-06,1505.488488769528
30,2002-07,1346.0854547673969
31,2002-08,1327.3604625355076
32,2002-09,1251.069006347653
33,2002-10,1241.912178371261
34,2002-11,1409.151000976559
35,2002-12,1387.1519077845942
36,2003-01,1389.5595179966485
37,2003-02,1313.2615774054257
38,2003-03,1348.5038132440443
39,2003-04,1409.8309500557996
40,2003-05,1524.1828613281218
41,2003-06,1631.7509591238802
42,2003-07,1716.851357199926
43,2003-08,1724.8228701636867
44,2003-09,1856.2247546967967
45,2003-10,1907.8912990404176
46,2003-11,1939.2536878083843
47,2003-12,1956.9845414595138
48,2004-01,2098.0040039062487
49,2004-02,2048.3600046258202
50,2004-03,1979.4787013841676
51,2004-04,2021.3228585379434
52,2004-05,1930.0889892578095
53,2004-06,2000.9795212518566
54,2004-07,1912.4242873418857
55,2004-08,1821.5381802645554
56,2004-09,1884.7309570312466
57,2004-10,1938.2523890903988
58,2004-11,2062.8700125558007
59,2004-12,2149.5318270596563
60,2005-01,2071.8715087890596
61,2005-02,2065.7357691714606
62,2005-03,2030.4336436878532
63,2005-04,1957.492861793151
64,2005-05,2005.2171572730624
65,2005-06,2074.017245205963
66,2005-07,2145.139001464841
67,2005-08,2157.8482506793457
68,2005-09,2144.6119094122
69,2005-10,2087.092878069194
70,2005-11,2202.83571661086
71,2005-12,2246.087111700146
72,2006-01,2289.991503906248
73,2006-02,2273.6663111636494
74,2006-03,2300.2556683084217
75,2006-04,2338.677361739306
76,2006-05,2245.281815962355
77,2006-06,2137.4136408025543
78,2006-07,2086.207501220699
79,2006-08,2117.7708899456497
80,2006-09,2221.9390014648407
81,2006-10,2330.1745605468727
82,2006-11,2408.6999976748493
83,2006-12,2431.908020019528
84,2007-01,2453.1869995117154
85,2007-02,2479.864193564966
86,2007-03,2401.490866921162
87,2007-04,2499.5680053710917
88,2007-05,2562.140902432526
89,2007-06,2595.3961821056537
90,2007-07,2655.07620675223
91,2007-08,2539.4987156080133
92,2007-09,2634.4699964021343
93,2007-10,2780.415654721464
94,2007-11,2662.8023507254443
95,2007-12,2661.548498535153
96,2008-01,2418.093796502974
97,2008-02,2325.8255371093724
98,2008-03,2254.8180419921846
99,2008-04,2368.099553888492
100,2008-05,2483.2409667968723
101,2008-06,2427.4542875744028
102,2008-07,2278.1372847123553
103,2008-08,2389.267159598213
104,2008-09,2205.6580868675574
105,2008-10,1730.3195588485016
106,2008-11,1542.6957815069857
107,2008-12,1525.890452991829
108,2009-01,1537.200494384763
109,2009-02,1485.9768387643878
110,2009-03,1432.2331764914736
111,2009-04,1641.1476178850414
112,2009-05,1726.077496337887
113,2009-06,1826.988198020238
114,2009-07,1873.8377352627808
115,2009-08,1997.155244373137
116,2009-09,2084.7471284412177
117,2009-10,2122.849559437142
118,2009-11,2143.5325073242166
119,2009-12,2220.5999977805373
120,2010-01,2267.7747224506556
121,2010-02,2194.4400056537806
122,2010-03,2362.2438964843723
123,2010-04,2475.7200172060984
124,2010-05,2319.2390014648417
125,2010-06,2235.2295365767022
126,2010-07,2210.273809523807
127,2010-08,2205.281349875708
128,2010-09,2298.34622628348
129,2010-10,2441.295689174105
130,2010-11,2530.9895484560993
131,2010-12,2631.5604469992877
132,2011-01,2717.20852050781
133,2011-02,2783.5357858758202
134,2011-03,2722.2891368036658
135,2011-04,2797.071972656248
136,2011-05,2815.0757184709805
137,2011-06,2687.7627175071
138,2011-07,2810.5755004882794
139,2011-08,2504.6230362601873
140,2011-09,2524.1361955915163
141,2011-10,2594.7819010416647
142,2011-11,2606.289039248509
143,2011-12,2601.6699800037177
144,2012-01,2743.795007324216
145,2012-02,2928.98049316406
146,2012-03,3035.9159157492873
147,2012-04,3035.101513671872
148,2012-05,2900.4091131036907
149,2012-06,2850.353829520086
150,2012-07,2920.112397693451
151,2012-08,3032.666493291438
152,2012-09,3136.802644428453
153,2012-10,3060.261916387647
154,2012-11,2941.014764694938
155,2012-12,3003.7920043945282
156,2013-01,3125.913318452379
157,2013-02,3169.2131476151294
158,2013-03,3236.167041015623
159,2013-04,3251.351828835225
160,2013-05,3440.3754438920437
161,2013-06,3416.7414916992157
162,2013-07,3559.710904208094
163,2013-08,3639.928677645594
164,2013-09,3731.2619995117157
165,2013-10,3848.2026261039377
166,2013-11,3957.533007812498
167,2013-12,4075.8857073102663
168,2014-01,4154.361862909225
169,2014-02,4199.451056229441
170,2014-03,4276.359095982143
171,2014-04,4119.306198846725
172,2014-05,4135.374302455357
173,2014-06,4332.737653459822
174,2014-07,4434.125954367898
175,2014-08,4464.831449962798
176,2014-09,4551.585728236607
177,2014-10,4403.23046875
178,2014-11,4687.702688116777
179,2014-12,4732.700927734375
180,2015-01,4673.701489257813
181,2015-02,4854.255833675987
182,2015-03,4938.01045365767
183,2015-04,4985.951427641369
184,2015-05,5029.431469726563
185,2015-06,5073.041836825284
186,2015-07,5082.809969815341
187,2015-08,4934.622860863095
188,2015-09,4748.004324776785
189,2015-10,4879.03682084517
190,2015-11,5082.508032226562
191,2015-12,5040.5400390625
192,2016-01,4610.7142526726975
193,2016-02,4463.206030273437
194,2016-03,4754.479114879261
195,2016-04,4892.168108258928
196,2016-05,4788.235235305059
197,2016-06,4856.232688210227
198,2016-07,5023.98896484375
199,2016-08,5217.038319463315
200,2016-09,5254.154296875
201,2016-10,5255.989560081845
202,2016-11,5260.565243675595
203,2016-12,5413.116652715774
204,2017-01,5561.423486328125
205,2017-02,5764.702097039473
206,2017-03,5864.96433423913
207,2017-04,5912.169484991777
208,2017-05,6124.878173828125
209,2017-06,6224.285888671875
210,2017-07,6294.6740234375
211,2017-08,6311.397397248641
212,2017-09,6428.0789794921875
213,2017-10,6603.011341441761
214,2017-11,6796.045224144345
215,2017-12,6889.740454101562
216,2018-01,7279.498046875
217,2018-02,7161.7726408305925
218,2018-03,7311.506696428572
219,2018-04,7084.142345610119
220,2018-05,7339.327281605114
221,2018-06,7645.138532366072
222,2018-07,7756.863862537202
223,2018-08,7892.233462126359
224,2018-09,7983.307411595395
225,2018-10,7527.083899456522
226,2018-11,7236.081449962798
227,2018-12,6814.2916067023025
228,2019-01,6979.655715215774
229,2019-02,7430.077354029605
230,2019-03,7629.366652715774
231,2019-04,7994.9209216889885
232,2019-05,7804.820867365057
233,2019-06,7825.459008789063
234,2019-07,8205.598677201704
235,2019-08,7910.933238636364
236,2019-09,8087.699975585938
237,2019-10,8079.27829908288
238,2019-11,8517.57744140625
239,2019-12,8778.59193638393
240,2020-01,9233.35997953869
241,2020-02,9418.85002055921
242,2020-03,7772.205832741477
243,2020-04,8292.407180059523
244,2020-05,9105.65546875
245,2020-06,9839.971324573864
246,2020-07,10499.86270419034
247,2020-08,11212.290504092261
248,2020-09,11088.679966517857
249,2020-10,11435.234108664772
250,2020-11,11794.4615234375
251,2020-12,12619.050914417614
252,2021-01,13186.605777138158
253,2021-02,13737.403628700658
254,2021-03,13168.811820652174
255,2021-04,13900.437965029761
256,2021-05,13520.229052734376
257,2021-06,14097.169078480114
258,2021-07,14639.07287016369
259,2021-08,14856.517711292614
260,2021-09,15023.538550967261
261,2021-10,14879.01232328869
262,2021-11,15814.932896205357
263,2021-12,15474.43172940341
264,2022-01,14531.377490234376
265,2022-02,13898.728412828947
266,2022-03,13623.262950067934
267,2022-04,13394.163037109374
268,2022-05,11829.729538690477
269,2022-06,11418.91908482143
270,2022-07,11622.63154296875
271,2022-08,12570.260402513586
272,2022-09,11402.84998139881
273,2022-10,10711.83349609375
